block_size,write_pct,leaders,followers,rate_process,iops,read_iops,read_latency,write_latency,read_tpt,write_tpt,total_writes
128k,50,1,0,poisson,1115,557,472.923246,1284.632041,71351,71525,524928
128k,50,1,0,poisson,1031,515,536.813982,1351.303341,65967,66128,524928
128k,50,1,0,poisson,978,488,606.871914,1385.723726,62569,62722,524928
128k,50,1,0,poisson,997,498,559.934979,1396.694221,63758,63914,524928
128k,50,1,0,poisson,995,497,577.807871,1383.731529,63619,63774,524928
128k,50,1,0,poisson,999,499,538.823271,1414.132894,63937,64093,524928
128k,50,1,0,poisson,1027,513,575.002444,1319.755426,65669,65829,524928
128k,50,1,0,poisson,1021,510,559.979223,1348.300902,65333,65493,524928
128k,50,1,0,poisson,995,497,543.096553,1413.799317,63688,63844,524928
128k,50,1,0,poisson,983,491,568.81276,1417.808339,62862,63016,524928
128k,50,1,0,poisson,1019,509,556.834026,1358.959522,65170,65330,524928
128k,50,1,0,poisson,1057,528,529.890002,1321.157523,67611,67776,524928
128k,50,1,0,poisson,943,471,627.094109,1437.131675,60328,60475,524928
128k,50,2,0,poisson,803,401,884.386214,1557.656425,51418,51544,524928
128k,50,2,0,poisson,809,404,841.656074,1582.792977,51779,51906,524928
128k,50,2,0,poisson,803,401,832.999267,1604.954158,51353,51478,524928
128k,50,2,0,poisson,803,401,868.544366,1570.538405,51373,51498,524928
128k,50,2,0,poisson,805,402,837.496945,1595.750792,51494,51620,524928
128k,50,2,0,poisson,805,402,849.235884,1579.380151,51535,51661,524928
128k,50,1,1,poisson,927,276,1010.762877,2376.331757,35401,83420,785152
128k,50,1,1,poisson,878,272,1042.675413,2499.823606,34830,77660,785152
128k,50,1,1,poisson,904,277,989.499514,2438.788067,35535,80289,785152
128k,50,1,1,poisson,921,277,1049.4655,2376.383437,35506,82551,785152
128k,50,1,1,poisson,912,272,1034.716715,2412.224813,34881,82043,785152
128k,50,1,1,poisson,920,277,968.548591,2399.766384,35568,82422,785152
128k,50,1,1,poisson,921,282,956.881438,2397.247962,36199,81837,785152
128k,50,4,0,poisson,577,288,1379.177952,2026.549622,36986,37076,524928
128k,50,4,0,poisson,577,288,1416.536788,1988.514265,36957,37047,524928
128k,50,3,1,poisson,665,248,1575.077326,2528.470233,31765,53498,657920
128k,50,3,1,poisson,666,248,1620.214286,2560.872374,31835,53615,657920
128k,50,3,1,poisson,664,247,1649.202818,2518.208949,31693,53376,657920
128k,50,3,1,poisson,663,247,1623.643185,2527.809144,31632,53272,657920
128k,50,2,2,poisson,612,167,2462.89553,3391.012553,21442,56961,785152
128k,50,2,2,poisson,604,162,2526.880466,3442.823606,20805,56677,785152
128k,50,2,2,poisson,612,167,2360.139456,3422.353929,21442,57039,785152
128k,50,2,2,poisson,609,165,2467.131195,3409.719759,21237,56907,785152
128k,50,2,2,poisson,613,167,2539.539845,3370.21226,21393,57131,785152
128k,50,1,3,poisson,782,251,1192.768473,2244.576703,32246,68063,918656
128k,50,1,3,poisson,788,258,1070.126108,2252.304723,33083,67927,918656
128k,50,6,0,poisson,621,312,1176.10499,1986.397646,40004,39641,195712
128k,50,5,1,poisson,646,269,1455.147541,2192.960357,34548,48303,229248
128k,50,5,1,poisson,664,277,1411.350507,2098.534338,35513,49653,229248
128k,50,4,2,poisson,633,209,1931.103448,2959.761303,26837,54388,263296
128k,50,4,2,poisson,632,209,1925.976355,2973.112299,26754,54220,263296
128k,50,4,2,poisson,624,206,1956.64532,3015.106466,26417,53537,263296
128k,50,3,3,poisson,660,176,2307.769531,3153.895399,22557,61969,294912
128k,50,3,3,poisson,660,179,2285.708333,3145.021267,22946,61606,294912
128k,50,3,3,poisson,658,178,2317.178385,3140.892361,22872,61516,294912
128k,50,3,3,poisson,648,175,2335.300781,3193.618056,22479,60631,294912
128k,50,2,4,poisson,770,226,1597.369781,2358.898015,28988,69682,328832
128k,50,2,4,poisson,784,237,1502.198807,2332.584274,30369,70143,328832
128k,50,1,5,poisson,1186,570,474.059055,1722.221079,73060,78928,360704
128k,50,8,0,poisson,582,292,1337.25413,2052.136408,37498,37133,260864
128k,50,7,1,poisson,611,268,1472.493036,2159.774446,34328,44005,294528
128k,50,6,2,poisson,587,221,1907.058328,2833.954172,28381,46958,326784
128k,50,5,3,poisson,586,183,2293.899297,3297.507638,23514,51673,360320
128k,50,6,2,poisson,585,220,1815.910564,2890.681551,28287,46803,326784
128k,50,5,3,poisson,583,182,2338.753318,3323.098401,23373,51364,360320
128k,50,4,4,poisson,591,153,2752.127094,3503.317105,19625,56121,394368
128k,50,4,4,poisson,599,153,2724.044335,3460.571892,19696,57171,394368
128k,50,4,4,poisson,601,156,2751.99803,3415.048685,20077,57006,394368
128k,50,3,5,poisson,659,176,2335.848958,2822.371094,22531,61853,425984
128k,50,3,5,poisson,661,176,2357.059896,2792.793269,22567,62205,425984
128k,50,2,6,poisson,760,227,1572.950298,2243.881436,29133,68224,459904
128k,50,1,7,poisson,1114,532,503.822835,1788.901093,68159,74568,491776
128k,50,11,1,poisson,627,289,1367.018375,1968.118286,37016,43346,212096
128k,50,10,2,poisson,611,255,1547.876659,2384.630374,32643,45639,229248
128k,50,9,3,poisson,612,228,1763.407149,2709.578182,29298,49171,246400
128k,50,8,4,poisson,601,198,2063.369458,3071.225571,25469,51616,263296
128k,50,8,4,poisson,600,198,2135.980296,2993.656296,25449,51576,263296
128k,50,7,5,poisson,607,176,2436.197309,3272.630275,22586,55200,279040
128k,50,6,6,poisson,619,162,2662.082031,3313.200521,20849,58537,294912
128k,50,6,6,poisson,619,163,2604.394531,3344.336806,20871,58386,294912
128k,50,5,7,poisson,656,173,2411.780564,2913.826623,22221,61926,311552
128k,50,5,7,poisson,661,175,2406.083072,2891.906327,22478,62235,311552
128k,50,4,8,poisson,710,194,2055.387674,2514.086415,24839,66163,328832
128k,50,3,9,poisson,804,258,1549.086162,2140.4299,33035,69929,344192
128k,50,2,10,poisson,1114,536,501.622047,1821.5511,68735,74081,360704
128k,50,15,1,poisson,591,278,1415.109091,2064.406725,35586,40134,277888
128k,50,13,3,poisson,580,235,1731.698193,2627.257389,30139,44228,311808
128k,50,12,4,poisson,579,218,1894.670771,2877.35566,27982,46299,326784
128k,50,10,6,poisson,580,181,2424.518345,3295.223801,23280,51160,360320
128k,50,11,5,poisson,580,200,2112.214841,3103.311451,25709,48710,343168
128k,50,9,7,poisson,572,160,2718.759372,3493.571041,20550,52837,377472
128k,50,8,8,poisson,579,148,2934.174384,3534.678027,19035,55241,394368
128k,50,8,8,poisson,577,143,2880.465025,3608.688413,18423,55654,394368
128k,50,7,9,poisson,599,149,2823.515695,3258.936954,19182,57697,410112
128k,50,6,10,poisson,633,163,2654.481771,2898.805288,20871,60192,425984
128k,50,5,11,poisson,668,176,2434.050157,2602.258242,22546,62980,442624
128k,50,4,12,poisson,706,194,2062.542744,2350.614807,24916,65653,459904
128k,50,2,14,poisson,1098,542,525.035433,1856.923477,69470,71292,491776
128k,50,18,2,poisson,564,254,1598.609714,2334.034115,32539,39708,360192
128k,50,16,4,poisson,563,226,1776.066084,2804.663292,29040,43207,391936
128k,50,14,6,poisson,565,198,2116.93649,3145.386767,25362,46980,425600
128k,50,12,8,poisson,562,169,2593.505509,3450.85239,21732,50380,457856
128k,50,13,7,poisson,564,183,2269.770482,3343.295376,23444,48866,442880
128k,50,11,9,poisson,559,154,2754.807774,3611.720918,19798,51840,474240
128k,50,10,10,poisson,560,144,3096.751756,3643.045845,18489,53354,491392
128k,50,9,11,poisson,586,148,2930.200523,3343.691417,19027,56081,508544
128k,50,8,12,poisson,595,148,2895.448276,3151.06553,18996,57287,525440
128k,50,7,13,poisson,619,152,2977.689462,2870.088221,19473,59878,541184
128k,50,6,14,poisson,646,168,2539.638021,2655.991728,21567,61309,557056
128k,50,4,16,poisson,708,196,2049.063618,2254.76175,25091,65569,590976
128k,50,2,18,poisson,1062,518,581.602362,1883.648993,66351,69677,622848
128k,50,23,2,poisson,550,252,1552.376238,2356.696629,32292,38267,444288
128k,50,20,5,poisson,551,219,1949.232038,2809.162211,28095,42501,493184
128k,50,18,7,poisson,550,198,2236.724631,3099.1915,25430,45147,524032
128k,50,15,10,poisson,550,165,2631.667013,3509.35352,21210,49307,572800
128k,50,17,8,poisson,551,187,2326.002759,3261.718343,23985,46592,540800
128k,50,14,11,poisson,550,154,2953.285794,3586.245385,19803,50805,589440
128k,50,13,12,poisson,549,142,3220.743976,3669.481224,18287,52217,606720
128k,50,12,13,poisson,563,144,3066.793908,3574.204447,18532,53636,621696
128k,50,10,15,poisson,579,143,3128.774395,3224.795468,18322,55859,655232
128k,50,9,16,poisson,593,146,2964.380122,3047.397297,18748,57292,672384
128k,50,8,17,poisson,607,146,3038.110345,2848.310306,18758,59109,689280
128k,50,5,20,poisson,671,175,2406.061129,2352.541999,22453,63558,737536
128k,50,3,22,poisson,765,243,1670.167102,2044.105368,31225,66867,770176
128k,50,27,3,poisson,542,245,1804.141869,2342.540361,31400,38136,539136
128k,50,24,6,poisson,543,216,1907.769987,2884.139153,27664,41950,592384
128k,50,21,9,poisson,540,188,2275.495711,3265.410082,24176,45080,639872
128k,50,18,12,poisson,541,162,2814.387684,3504.538891,20861,48616,687872
128k,50,20,10,poisson,541,179,2486.537102,3298.183713,23036,46426,657024
128k,50,17,13,poisson,542,153,2918.377471,3650.406176,19701,49864,704640
128k,50,15,15,poisson,544,136,3285.387532,3764.799826,17514,52225,736640
128k,50,14,16,poisson,554,138,3240.38663,3581.788105,17744,53325,753280
128k,50,12,18,poisson,572,141,3133.804925,3274.542122,18142,55187,785536
128k,50,11,19,poisson,582,142,3167.527208,3109.070391,18234,56338,801920
128k,50,9,21,poisson,606,144,3129.399303,2795.09077,18537,59222,836224
128k,50,6,24,poisson,650,163,2653.040365,2413.713397,20875,62415,884736
128k,50,3,27,poisson,766,248,1568.869452,2032.913937,31833,66369,934016
128k,50,32,3,poisson,536,245,1801.140552,2345.778599,31386,37355,623232
128k,50,28,7,poisson,537,215,2058.376739,2866.355945,27634,41259,686848
128k,50,25,10,poisson,535,190,2365.221594,3183.121406,24429,44274,739072
128k,50,21,14,poisson,536,160,2897.306975,3473.488294,20551,48132,803712
128k,50,23,12,poisson,536,175,2524.42745,3365.733378,22490,46308,771968
128k,50,20,15,poisson,536,152,2968.765999,3620.399969,19553,49233,820864
128k,50,18,17,poisson,534,137,3479.493062,3660.008867,17611,50818,851712
128k,50,16,19,poisson,552,138,3291.240525,3557.524486,17697,53009,883456
128k,50,14,21,poisson,563,134,3440.729805,3291.174599,17276,54950,917120
128k,50,13,22,poisson,577,140,3157.079518,3152.315616,18035,56052,934400
128k,50,11,24,poisson,593,142,3197.513781,2903.535984,18182,57836,965760
128k,50,7,28,poisson,640,157,2768.775785,2435.682201,20140,61931,1032704
128k,50,4,31,poisson,704,196,2016.916501,2124.106775,25140,65128,1082496
128k,50,36,4,poisson,532,239,1892.924213,2383.10701,30712,37582,721280
128k,50,32,8,poisson,531,212,2141.294793,2842.725809,27229,40927,787072
128k,50,28,12,poisson,533,187,2441.256817,3308.507824,23968,44322,850688
128k,50,24,16,poisson,532,158,2874.684469,3539.408319,20340,47905,920064
128k,50,26,14,poisson,532,173,2788.506755,3331.798524,22195,46036,884352
128k,50,22,18,poisson,532,145,3212.483744,3637.279532,18639,49552,952448
128k,50,20,20,poisson,532,132,3583.757754,3750.861172,16952,51203,984704
128k,50,18,22,poisson,546,134,3440.988291,3550.513864,17236,52849,1015552
