block_size,write_pct,leaders,followers,rate_process,iops,read_iops,read_latency,write_latency,read_tpt,write_tpt,total_writes
128k,55,1,0,poisson,966,436,549.348743,1388.508346,55860,67850,575104
128k,55,1,0,poisson,977,441,548.761557,1373.374583,56493,68619,575104
128k,55,1,0,poisson,952,430,569.220059,1403.058981,55106,66934,575104
128k,55,1,0,poisson,977,441,563.214382,1360.047852,56554,68693,575104
128k,55,1,0,poisson,983,444,551.617735,1357.652348,56880,69089,575104
128k,55,1,0,poisson,975,440,544.094891,1377.319831,56406,68513,575104
128k,55,1,0,poisson,979,442,546.989727,1373.011351,56655,68817,575104
128k,55,1,0,poisson,962,434,549.115166,1402.973069,55643,67587,575104
128k,55,1,0,poisson,992,448,539.471749,1353.825506,57390,69709,575104
128k,55,1,0,poisson,972,439,558.225196,1373.040953,56238,68310,575104
128k,55,1,0,poisson,992,448,537.806705,1358.585578,57397,69718,575104
128k,55,1,0,poisson,968,437,566.652879,1374.83018,56045,68075,575104
128k,55,1,0,poisson,957,432,562.604758,1396.817049,55409,67302,575104
128k,55,2,0,poisson,866,391,705.485537,1480.666815,50071,60818,575104
128k,55,2,0,poisson,858,387,714.426602,1489.153127,49645,60302,575104
128k,55,2,0,poisson,866,391,706.463368,1483.231694,50071,60818,575104
128k,55,2,0,poisson,866,391,702.817518,1482.402404,50071,60818,575104
128k,55,2,0,poisson,864,390,712.143012,1480.601157,50002,60735,575104
128k,55,2,0,poisson,866,391,660.892133,1516.856888,50060,60806,575104
128k,55,1,1,poisson,897,248,949.192899,2433.017446,31760,83114,807040
128k,55,1,1,poisson,898,247,953.435612,2432.727042,31651,83328,807040
128k,55,1,1,poisson,916,253,939.669846,2374.797621,32508,84880,807040
128k,55,1,1,poisson,893,247,940.561738,2442.797938,31718,82815,807040
128k,55,1,1,poisson,895,247,950.288818,2437.470103,31627,83062,807040
128k,55,1,1,poisson,897,249,943.190779,2431.915147,31907,83062,807040
128k,55,1,1,poisson,897,246,976.804452,2426.434417,31581,83346,807040
128k,55,4,0,poisson,616,278,1180.210868,1946.655687,35636,43286,575104
128k,55,4,0,poisson,615,278,1172.18897,1953.006677,35618,43263,575104
128k,55,3,1,poisson,700,236,1443.350235,2403.095378,30244,59492,695168
128k,55,3,1,poisson,701,236,1465.979717,2394.759529,30260,59522,695168
128k,55,3,1,poisson,707,238,1366.538935,2404.295526,30547,60088,695168
128k,55,3,1,poisson,704,237,1440.71025,2377.184312,30390,59778,695168
128k,55,2,2,poisson,640,159,2151.959724,3278.475178,20424,61634,807040
128k,55,2,2,poisson,642,161,2144.583466,3260.258842,20665,61624,807040
128k,55,2,2,poisson,641,161,2143.962374,3267.257732,20637,61554,807040
128k,55,2,2,poisson,641,160,2157.329094,3264.77383,20566,61606,807040
128k,55,2,2,poisson,642,161,2138.248013,3258.512133,20688,61657,807040
128k,55,1,3,poisson,792,232,1035.16971,2178.088831,29717,71757,929408
128k,55,1,3,poisson,792,233,1011.6058,2179.872745,29911,71641,929408
128k,55,6,0,poisson,655,302,1075.392655,1865.031401,38744,45311,211968
128k,55,5,1,poisson,688,262,1298.912041,2036.626512,33660,54643,243328
128k,55,5,1,poisson,687,262,1311.719898,2050.666491,33547,54460,243328
128k,55,4,2,poisson,662,200,1752.407089,2831.862681,25727,59164,274048
