block_size,write_pct,leaders,followers,rate_process,iops,read_iops,read_latency,write_latency,read_tpt,write_tpt,total_writes
128k,90,1,0,poisson,1077,104,2564.008805,732.947141,13394,124630,946816
128k,90,1,0,poisson,1067,103,2920.768553,707.165472,13262,123395,946816
128k,90,1,0,poisson,1091,105,2679.638994,709.734217,13566,126225,946816
128k,90,1,0,poisson,1074,104,2577.568553,737.168717,13354,124254,946816
128k,90,1,0,poisson,1033,100,2769.044025,758.771394,12845,119517,946816
128k,90,1,0,poisson,1067,103,2874.802516,711.599162,13269,123460,946816
128k,90,1,0,poisson,1078,104,2143.16478,780.329999,13400,124679,946816
128k,90,1,0,poisson,1062,103,2668.69434,740.679465,13198,122803,946816
128k,90,1,0,poisson,992,96,2857.627673,792.209139,12336,114779,946816
128k,90,1,0,poisson,1044,101,3113.754717,708.125186,12974,120721,946816
128k,90,1,0,poisson,1039,100,2921.064151,734.733135,12923,120245,946816
128k,90,2,0,poisson,760,73,4558.457862,946.054752,9459,88018,946816
128k,90,2,0,poisson,765,74,4326.773585,966.007841,9511,88495,946816
128k,90,2,0,poisson,740,71,5136.708176,925.868055,9213,85723,946816
128k,90,2,0,poisson,756,73,4362.018868,977.607273,9402,87481,946816
128k,90,1,1,poisson,846,43,9333.940758,1712.507465,5584,102818,994560
128k,90,1,1,poisson,852,43,8966.165877,1730.096525,5626,103589,994560
128k,90,1,1,poisson,685,35,8993.796209,2281.041313,4521,83247,994560
128k,90,1,1,poisson,822,42,9585.388626,1760.705277,5422,99845,994560
128k,90,1,1,poisson,867,44,9180.338863,1648.945431,5723,105389,994560
128k,90,1,1,poisson,879,45,9102.066351,1610.24955,5798,106769,994560
128k,90,1,1,poisson,865,44,8445.597156,1712.949292,5709,105133,994560
128k,90,4,0,poisson,677,65,4863.906918,1095.46627,8425,78398,946816
128k,90,4,0,poisson,670,65,5246.334591,1071.009058,8334,77550,946816
128k,90,3,1,poisson,695,50,6941.62521,1648.377517,6471,82625,972416
128k,90,3,1,poisson,713,51,7143.744538,1533.58273,6645,84845,972416
128k,90,2,2,poisson,719,37,9394.611374,2115.640283,4741,87311,994560
128k,90,2,2,poisson,724,37,8712.763033,2145.526898,4777,87959,994560
128k,90,2,2,poisson,743,38,8923.921801,2037.146461,4907,90357,994560
128k,90,2,2,poisson,732,37,8382.594787,2144.852252,4835,89030,994560
128k,90,2,2,poisson,723,37,9272.42654,2095.514414,4769,87812,994560
128k,90,1,3,poisson,760,28,10576.097087,1993.197345,3605,93711,1022208
128k,90,1,3,poisson,754,27,11477.286408,1986.42011,3572,93139,1022208
128k,90,6,0,poisson,563,56,5478.480392,1348.564353,7181,64915,354048
128k,90,5,1,poisson,637,53,6669.44186,1372.56752,6855,74775,360192
128k,90,4,2,poisson,678,45,7830.456311,1831.184927,5831,81125,366848
128k,90,4,2,poisson,680,45,8136.558252,1698.920098,5845,81322,366848
128k,90,3,3,poisson,652,32,9459.019355,2434.333905,4222,79458,373376
128k,90,3,3,poisson,638,32,9884.877419,2476.768941,4122,77576,373376
128k,90,3,3,poisson,670,33,7833.690323,2489.628728,4333,81558,373376
128k,90,3,3,poisson,641,32,8928.296774,2498.780597,4148,78079,373376
128k,90,2,4,poisson,688,26,10606.030612,2373.274042,3427,84857,380672
128k,90,2,4,poisson,654,24,10186.397959,2563.9731,3174,80702,380672
128k,90,1,5,poisson,767,28,11481.529412,1726.904667,3700,94660,386688
128k,90,8,0,poisson,541,55,4814.563981,1486.56859,7148,62238,470272
128k,90,7,1,poisson,564,49,6933.977654,1533.108347,6318,65976,478464
128k,90,5,3,poisson,610,38,7972.399225,2239.426003,4925,73268,491264
128k,90,6,2,poisson,598,44,7624.277778,1776.916623,5729,70965,485120
128k,90,4,4,poisson,606,30,7931.592233,2801.750643,3905,73744,497920
128k,90,4,4,poisson,581,29,7976.966019,2929.41928,3746,70747,497920
128k,90,4,4,poisson,572,28,9058.859223,2934.543445,3693,69746,497920
128k,90,3,5,poisson,568,22,12798.129032,3046.190053,2901,69955,504448
128k,90,3,5,poisson,564,23,10763.832258,3111.318447,2955,69292,504448
128k,90,2,6,poisson,618,23,10644.704082,2452.971236,2985,76265,511744
