block_size,write_pct,leaders,followers,rate_process,iops,read_iops,read_latency,write_latency,read_tpt,write_tpt,total_writes
128k,80,1,0,poisson,994,190,2484.091315,636.581044,24335,102965,848128
128k,80,1,0,poisson,989,189,2482.765645,644.436915,24223,102492,848128
128k,80,1,0,poisson,978,187,2555.729885,643.021582,23948,101329,848128
128k,80,1,0,poisson,1029,196,2267.02235,646.630697,25210,106669,848128
128k,80,1,0,poisson,1006,192,2217.438059,685.725928,24640,104256,848128
128k,80,1,0,poisson,991,189,2324.075351,675.969967,24282,102741,848128
128k,80,1,0,poisson,997,190,2386.266922,656.341684,24438,103405,848128
128k,80,1,0,poisson,1026,196,2127.772669,683.107455,25131,106335,848128
128k,80,1,0,poisson,994,190,2380.854406,663.375038,24340,102990,848128
128k,80,1,0,poisson,999,191,2444.399106,641.646695,24471,103543,848128
128k,80,1,0,poisson,949,181,2776.239464,629.415183,23237,98322,848128
128k,80,2,0,poisson,687,131,3728.660281,897.793088,16837,71241,848128
128k,80,2,0,poisson,708,135,3988.093231,782.990341,17360,73456,848128
128k,80,2,0,poisson,707,135,3940.002554,799.633112,17308,73234,848128
128k,80,2,0,poisson,718,137,3759.328863,811.897827,17595,74449,848128
128k,80,1,1,poisson,866,87,6509.974576,1410.160739,11188,99772,942848
128k,80,1,1,poisson,855,86,6360.242131,1471.795411,11042,98469,942848
128k,80,1,1,poisson,734,74,6536.934625,1919.98846,9478,84530,942848
128k,80,1,1,poisson,857,86,5960.883777,1504.176079,11075,98768,942848
128k,80,1,1,poisson,868,87,6412.874092,1435.163318,11210,99973,942848
128k,80,1,1,poisson,829,83,6692.01937,1530.318898,10721,95613,942848
128k,80,1,1,poisson,838,84,6424.289346,1555.746267,10829,96573,942848
128k,80,4,0,poisson,607,116,4179.356322,1031.388168,14861,62880,848128
128k,80,4,0,poisson,571,109,4353.575351,1115.382584,13995,59218,848128
128k,80,3,1,poisson,649,92,5540.700342,1445.127136,11876,71422,899072
128k,80,3,1,poisson,676,96,5089.130137,1474.015091,12347,74254,899072
128k,80,2,2,poisson,691,69,7178.830508,1950.279256,8940,79726,942848
128k,80,2,2,poisson,684,69,7038.289346,2000.170785,8840,78833,942848
128k,80,2,2,poisson,692,69,6961.33414,1973.453163,8956,79868,942848
128k,80,2,2,poisson,690,69,7127.708232,1967.820663,8915,79504,942848
128k,80,2,2,poisson,679,68,7721.18523,1891.322835,8777,78270,942848
128k,80,1,3,poisson,678,43,10180.145729,2221.382987,5534,81293,997632
128k,80,1,3,poisson,700,44,9789.653266,2160.261098,5679,83975,997632
128k,80,6,0,poisson,522,104,4186.068404,1325.059398,13391,53607,314624
128k,80,5,1,poisson,596,98,4997.098425,1324.790172,12650,63850,328192
128k,80,4,2,poisson,574,74,6767.761307,1817.899028,9529,64023,342272
128k,80,4,2,poisson,619,80,6243.537688,1686.238594,10283,69090,342272
128k,80,3,3,poisson,598,58,7948.827243,2369.815229,7517,69207,354688
128k,80,3,3,poisson,594,58,8247.571429,2315.338145,7455,68631,354688
128k,80,3,3,poisson,603,59,8327.013289,2254.545291,7569,69683,354688
128k,80,3,3,poisson,585,57,7783.019934,2514.306388,7342,67598,354688
128k,80,2,4,poisson,615,43,9034.346734,2698.697529,5570,73255,367744
128k,80,2,4,poisson,606,41,9810.065327,2728.410024,5350,72447,367744
128k,80,1,5,poisson,624,44,10414.171429,2143.385912,5637,74247,379776
128k,80,8,0,poisson,452,91,4886.470944,1519.133028,11672,46208,418560
128k,80,7,1,poisson,489,84,5709.824363,1504.561947,10797,51848,433920
128k,80,5,3,poisson,579,71,6571.972441,2096.648272,9207,65033,459264
128k,80,6,2,poisson,527,79,5600.68241,1927.338311,10133,57464,445696
128k,80,4,4,poisson,579,56,7806.278894,2557.014873,7207,66970,473344
128k,80,4,4,poisson,542,52,8131.61809,2703.355057,6751,62727,473344
128k,80,4,4,poisson,555,54,8039.736181,2651.660898,6914,64243,473344
128k,80,3,5,poisson,552,40,10448.249169,3025.792622,5205,65634,485760
128k,80,3,5,poisson,539,39,9579.295681,3214.921476,5092,64118,485760
128k,80,2,6,poisson,603,39,10204.889447,2534.922248,5033,72229,498816
128k,80,1,7,poisson,640,44,9928.847619,1998.704585,5632,76348,510848
128k,80,11,1,poisson,432,79,5931.918584,1608.13921,10194,45234,320896
128k,80,10,2,poisson,445,73,6798.44685,1727.297972,9434,47619,328192
128k,80,8,4,poisson,506,65,6260.781407,2425.953628,8412,56517,342272
128k,80,8,4,poisson,503,65,7004.565327,2350.209798,8358,56156,342272
128k,80,6,6,poisson,514,50,8333.594684,2908.509563,6457,59451,354688
128k,80,6,6,poisson,502,49,9295.76412,2816.745579,6304,58040,354688
128k,80,5,7,poisson,470,39,10545.472868,3431.745203,5068,55278,360192
128k,80,5,7,poisson,498,41,10322.546512,3198.497157,5369,58567,360192
128k,80,4,8,poisson,482,33,12846.567839,3407.253046,4244,57576,367744
128k,80,3,9,poisson,523,35,11658.63354,2929.493301,4584,62581,372608
128k,80,2,10,poisson,551,35,13216.914286,2452.650152,4545,66070,379776
128k,80,15,1,poisson,382,70,7126.029101,1668.276946,9058,40018,427520
128k,80,13,3,poisson,379,61,7433.871601,2235.224228,7852,40733,439552
