block_size,write_pct,leaders,followers,rate_process,iops,read_iops,read_latency,write_latency,read_tpt,write_tpt,total_writes
128k,70,1,0,poisson,1043,307,1784.409524,591.386014,39388,94222,739456
128k,70,1,0,poisson,823,242,2158.88323,794.724944,31092,74376,739456
128k,70,1,0,poisson,1012,298,1820.174327,619.112515,38210,91403,739456
128k,70,1,0,poisson,1075,317,1509.407453,665.313138,40593,97105,739456
128k,70,1,0,poisson,1018,300,1790.19089,624.829842,38428,91926,739456
128k,70,1,0,poisson,1062,313,1602.360248,640.057989,40119,95970,739456
128k,70,1,0,poisson,1053,310,1762.776398,586.841959,39773,95143,739456
128k,70,1,0,poisson,1058,312,1506.443478,687.714731,39953,95573,739456
128k,70,1,0,poisson,1049,309,1704.038923,619.009174,39605,94741,739456
128k,70,1,0,poisson,1024,302,1820.054658,604.226588,38659,92478,739456
128k,70,1,0,poisson,992,292,1851.033126,632.632162,37496,89696,739456
128k,70,2,0,poisson,722,213,2955.287371,706.36351,27271,65236,739456
128k,70,2,0,poisson,654,193,3320.76853,755.965553,24715,59123,739456
128k,70,2,0,poisson,723,213,2916.210766,715.626104,27326,65369,739456
128k,70,2,0,poisson,723,213,2885.69648,731.486065,27338,65398,739456
128k,70,1,1,poisson,878,132,4707.926375,1401.389592,16976,95543,890368
128k,70,1,1,poisson,802,121,5165.050162,1633.907418,15499,87231,890368
128k,70,1,1,poisson,732,110,5295.156149,1550.688902,14166,79724,890368
128k,70,1,1,poisson,891,134,4712.71521,1386.44609,17237,97011,890368
128k,70,1,1,poisson,770,116,5592.040453,1610.752588,14874,83712,890368
128k,70,1,1,poisson,883,133,4490.915049,1454.045428,17075,96100,890368
128k,70,1,1,poisson,882,133,4848.816343,1366.494825,17040,95903,890368
128k,70,4,0,poisson,595,175,3437.871636,918.944608,22506,53837,739456
128k,70,4,0,poisson,573,169,3552.855487,965.869309,21648,51786,739456
128k,70,3,1,poisson,678,148,4304.579241,1211.130938,19022,67938,819200
128k,70,3,1,poisson,588,128,5036.188616,1382.765156,16492,58901,819200
128k,70,2,2,poisson,684,103,6221.578479,1747.989074,13217,74383,890368
128k,70,2,2,poisson,681,102,6179.06877,1771.20184,13170,74123,890368
128k,70,2,2,poisson,672,101,6035.940129,1840.953853,13004,73184,890368
128k,70,2,2,poisson,666,100,6390.024272,1815.307936,12880,72487,890368
128k,70,2,2,poisson,663,100,6318.847896,1801.06958,12822,72164,890368
128k,70,1,3,poisson,703,54,11698.889816,2057.14869,6934,83154,971904
128k,70,1,3,poisson,692,56,10450.829716,2135.575267,7186,81521,971904
128k,70,6,0,poisson,421,126,5219.290533,1134.789131,16160,37860,275584
128k,70,5,1,poisson,552,135,4390.017219,1301.237808,17393,53379,296576
128k,70,4,2,poisson,632,123,5302.913189,1419.479175,15789,65186,316544
128k,70,4,2,poisson,537,104,5861.230384,1817.53983,13434,55465,316544
128k,70,3,3,poisson,627,91,6602.986547,2054.295506,11667,68695,336128
128k,70,3,3,poisson,592,86,6869.125561,2222.718583,11010,64827,336128
128k,70,3,3,poisson,587,85,6989.970852,2246.303503,10921,64306,336128
128k,70,3,3,poisson,597,86,6586.477578,2239.653465,11128,65522,336128
128k,70,2,4,poisson,581,56,9503.026936,2700.527928,7197,67247,355200
128k,70,2,4,poisson,604,58,10276.16835,2426.129369,7487,69962,355200
128k,70,1,5,poisson,688,60,10344.012821,1912.610082,7697,80476,373248
128k,70,8,0,poisson,382,115,5395.165858,1387.793706,14789,34222,366080
